command,node_id,x,y,wind,importance,extra
WAYPOINT,128,7040.163,9280.863,3.302,6,
WAYPOINT,129,2416.81,5245.022,3.048,7,
WAYPOINT,130,6048.297,395.113,3.147,3,
WAYPOINT,131,5762.533,846.192,5.404,6,
WAYPOINT,132,4051.03,9304.341,11.439,9,
WAYPOINT,133,8571.078,2686.13,7.889,9,
WAYPOINT,134,5936.896,8366.242,8.991,9,
WAYPOINT,135,8813.275,5344.45,3.299,6,
WAYPOINT,136,5517.716,6091.292,14.444,4,
WAYPOINT,137,7170.88,4306.165,13.173,10,
WAYPOINT,138,7933.388,1370.714,19.338,2,
WAYPOINT,139,2380.366,2258.978,3.327,6,
WAYPOINT,140,9145.993,5130.412,5.028,3,
WAYPOINT,141,8800.548,3029.1,19.566,5,
WAYPOINT,142,8492.01,7241.347,5.976,5,
WAYPOINT,143,1007.029,9300.009,18.378,2,
WAYPOINT,144,9918.824,9478.159,18.02,7,
WAYPOINT,145,2244.704,5687.375,12.64,4,
WAYPOINT,146,590.571,581.716,1.851,9,
WAYPOINT,147,1439.043,4523.877,11.012,5,
WAYPOINT,148,8437.339,9235.146,11.721,1,
WAYPOINT,149,665.369,7375.658,15.154,8,
WAYPOINT,150,9558.55,2953.327,5.286,7,
WAYPOINT,151,8194.652,3870.908,17.923,8,
WAYPOINT,152,5737.38,4616.362,8.967,9,
WAYPOINT,153,7969.555,3371.678,5.912,1,
WAYPOINT,154,6063.841,3876.127,12.145,2,
WAYPOINT,155,3889.643,9613.326,14.049,1,
WAYPOINT,156,7814.051,4594.597,2.648,6,
WAYPOINT,157,5331.189,8763.497,19.277,4,
WAYPOINT,158,6297.167,3983.159,0.07,6,
WAYPOINT,159,7483.793,4490.891,7.888,5,
WAYPOINT,160,4538.216,7483.615,8.984,3,
WAYPOINT,161,779.696,9978.577,2.109,4,
WAYPOINT,162,6940.319,2965.93,6.263,9,
WAYPOINT,163,6246.335,104.722,14.05,6,
WAYPOINT,164,2900.788,2647.769,10.753,2,
WAYPOINT,165,3575.463,1061.145,16.933,3,
WAYPOINT,166,1087.333,6199.214,16.871,2,
WAYPOINT,167,8446.032,4290.012,5.828,3,
WAYPOINT,168,8564.911,6145.91,8.035,6,
WAYPOINT,169,7790.864,4844.722,17.303,6,
WAYPOINT,170,5565.78,3205.04,12.448,10,
WAYPOINT,171,6384.793,3793.188,19.912,7,
WAYPOINT,172,4572.924,3859.071,15.938,9,
WAYPOINT,173,8907.083,4288.047,3.547,1,
WAYPOINT,174,7312.379,8194.137,7.578,1,
WAYPOINT,175,9736.462,1300.712,8.259,7,
WAYPOINT,176,9125.64,1951.207,12.382,9,
WAYPOINT,177,53.446,3042.946,18.159,7,
WAYPOINT,178,6720.88,6029.898,15.252,2,
WAYPOINT,179,7771.59,2711.248,11.125,6,
WAYPOINT,180,9265.652,2227.882,1.124,9,
WAYPOINT,181,6899.649,1040.195,6.305,2,
WAYPOINT,182,2491.103,3903.125,18.614,2,
WAYPOINT,183,1579.216,7558.842,3.54,3,
WAYPOINT,184,2571.961,4089.423,5.295,7,
WAYPOINT,185,2189.227,264.39,18.246,7,
WAYPOINT,186,768.809,7826.795,12.153,6,
WAYPOINT,187,8576.257,9079.732,19.688,3,
WAYPOINT,188,9472.825,4040.756,0.677,1,
WAYPOINT,189,5146.186,6432.787,0.953,2,
WAYPOINT,190,9897.436,4819.268,16.087,2,
WAYPOINT,191,7378.979,7729.097,8.079,6,
WAYPOINT,192,603.269,5981.413,11.712,10,
WAYPOINT,193,9101.184,6388.208,5.961,6,
WAYPOINT,194,3809.173,2005.915,13.768,2,
WAYPOINT,195,3674.664,3528.407,19.258,8,
WAYPOINT,196,2332.442,415.068,6.723,6,
WAYPOINT,197,6156.101,4761.023,7.621,1,
WAYPOINT,198,1699.598,9840.508,7.118,3,
WAYPOINT,199,4718.779,5172.281,16.075,4,
WAYPOINT,200,5210.644,7038.298,11.622,8,
WAYPOINT,201,1026.705,280.635,11.66,4,
WAYPOINT,202,6983.506,1891.196,13.321,4,
WAYPOINT,203,3809.111,4965.887,0.529,7,
WAYPOINT,204,1610.26,4758.863,9.434,3,
WAYPOINT,205,4227.969,1432.304,12.069,8,
WAYPOINT,206,3710.153,4813.978,3.168,2,
WAYPOINT,207,3289.474,7714.151,0.031,4,
WAYPOINT,208,9370.769,3759.394,6.93,6,
WAYPOINT,209,9873.149,8408.117,4.732,8,
WAYPOINT,210,5956.489,6229.653,17.679,8,
WAYPOINT,211,9377.495,571.332,14.661,8,
WAYPOINT,212,1961.926,7046.321,6.478,3,
WAYPOINT,213,6161.057,2273.441,5.532,1,
WAYPOINT,214,5220.449,3501.935,15.335,5,
WAYPOINT,215,2623.028,2443.354,8.161,9,
WAYPOINT,216,5357.354,8018.146,4.713,4,
WAYPOINT,217,938.542,9201.946,7.985,1,
WAYPOINT,218,3391.101,9612.092,0.691,10,
WAYPOINT,219,2233.521,6764.173,9.545,1,
WAYPOINT,220,2205.82,7879.207,6.867,8,
WAYPOINT,221,6454.626,6824.203,12.77,7,
WAYPOINT,222,9565.062,9707.484,18.366,1,
WAYPOINT,223,4537.733,331.02,17.01,5,
WAYPOINT,224,8182.699,1952.047,5.565,10,
WAYPOINT,225,435.025,3536.181,12.959,9,
WAYPOINT,226,1227.998,4407.987,14.853,8,
WAYPOINT,227,7505.088,6502.666,18.88,9,
WAYPOINT,228,4623.616,8713.856,7.354,4,
WAYPOINT,229,8788.485,1154.97,9.527,8,
WAYPOINT,230,2343.637,6051.58,15.651,6,
WAYPOINT,231,1621.157,5574.974,9.093,8,
WAYPOINT,232,1228.421,7745.652,9.386,9,
WAYPOINT,233,1962.996,789.269,14.621,6,
WAYPOINT,234,8177.439,8560.027,8.02,10,
WAYPOINT,235,44.28,1972.589,14.33,7,
WAYPOINT,236,5952.109,4604.775,0.935,10,
WAYPOINT,237,316.097,8558.936,12.522,9,
WAYPOINT,238,7716.014,3798.025,8.269,10,
WAYPOINT,239,4285.191,4794.962,7.189,9,
WAYPOINT,240,8753.099,8102.403,4.238,6,
WAYPOINT,241,6353.029,2017.488,5.417,4,
WAYPOINT,242,6940.749,9526.388,18.639,9,
WAYPOINT,243,4032.883,7531.291,11.46,1,
WAYPOINT,244,121.591,9165.389,12.297,4,
WAYPOINT,245,4581.61,4948.134,18.773,5,
WAYPOINT,246,5388.487,2512.83,15.047,3,
WAYPOINT,247,6527.815,5175.71,18.906,2,
WAYPOINT,248,2497.01,8201.708,4.301,3,
WAYPOINT,249,7358.301,2211.991,18.666,6,
WAYPOINT,250,9791.395,4750.826,10.043,5,
WAYPOINT,251,9713.601,4632.485,19.042,10,
WAYPOINT,252,5678.304,9041.362,13.101,10,
WAYPOINT,253,7831.324,4424.378,15.404,6,
WAYPOINT,254,1775.772,768.435,19.396,1,
WAYPOINT,255,6392.659,2911.291,16.581,1,
WAYPOINT,256,1263.197,24.121,6.071,3,
WAYPOINT,257,3901.273,4986.691,13.974,3,
WAYPOINT,258,4905.904,3993.248,16.568,10,
WAYPOINT,259,1235.112,6429.727,14.324,8,
WAYPOINT,260,3749.876,9997.217,13.035,3,
WAYPOINT,261,1257.245,6344.91,11.312,10,
WAYPOINT,262,1147.53,5390.34,14.928,5,
WAYPOINT,263,9856.855,6372.009,18.014,9,
WAYPOINT,264,7414.458,3128.195,13.631,1,
WAYPOINT,265,2561.923,1308.648,0.029,1,
WAYPOINT,266,4402.602,2187.035,17.866,10,
WAYPOINT,267,7023.418,3804.21,11.941,10,
WAYPOINT,268,3464.37,1699.448,7.219,9,
WAYPOINT,269,9356.718,9998.254,9.959,4,
WAYPOINT,270,5093.975,6918.126,2.135,4,
WAYPOINT,271,211.32,4349.823,15.905,2,
WAYPOINT,272,3114.882,6932.629,12.212,1,
WAYPOINT,273,5445.379,4229.076,10.022,5,
WAYPOINT,274,1742.008,7463.734,15.877,2,
WAYPOINT,275,2909.23,4950.059,16.925,3,
WAYPOINT,276,246.189,733.887,17.21,4,
WAYPOINT,277,4715.683,9364.633,12.017,2,
WAYPOINT,278,2624.936,9839.404,12.029,5,
WAYPOINT,279,5478.217,3527.809,2.846,3,
WAYPOINT,280,9032.474,408.527,3.387,9,
WAYPOINT,281,9595.973,9518.753,15.013,4,
WAYPOINT,282,1043.136,5603.073,7.282,6,
WAYPOINT,283,4979.1,7628.205,18.662,5,
WAYPOINT,284,838.049,6231.804,0.031,4,
WAYPOINT,285,4491.378,5695.455,3.473,5,
WAYPOINT,286,8657.931,5413.281,19.264,9,
WAYPOINT,287,8551.578,8075.306,7.646,9,
WAYPOINT,288,4891.459,968.75,12.675,6,
WAYPOINT,289,1472.375,9482.013,1.977,9,
WAYPOINT,290,6027.769,3787.445,15.052,7,
WAYPOINT,291,5042.724,8339.447,5.559,6,
WAYPOINT,292,4621.635,2371.695,5.18,2,
WAYPOINT,293,3190.756,7.563,13.919,2,
WAYPOINT,294,6716.154,7078.484,1.849,5,
WAYPOINT,295,4881.087,7536.45,0.811,7,
WAYPOINT,296,882.038,5679.36,12.088,2,
WAYPOINT,297,5038.256,6425.707,8.988,4,
WAYPOINT,298,1314.883,7232.802,16.023,4,
WAYPOINT,299,943.531,1692.917,7.313,1,
WAYPOINT,300,2731.118,9071.743,3.705,8,
WAYPOINT,301,1661.286,1834.692,16.27,1,
WAYPOINT,302,7519.069,9252.428,5.576,1,
WAYPOINT,303,1383.71,4273.613,19.662,1,
WAYPOINT,304,8617.671,2201.448,7.602,4,
WAYPOINT,305,6069.743,9788.244,4.005,10,
WAYPOINT,306,6095.734,5997.591,11.912,4,
WAYPOINT,307,2973.569,9268.178,18.078,1,
WAYPOINT,308,4405.639,7994.431,12.827,4,
WAYPOINT,309,1935.388,1819.171,19.98,3,
WAYPOINT,310,2129.244,7643.056,14.349,3,
WAYPOINT,311,6496.047,891.776,9.492,3,
WAYPOINT,312,543.734,2516.612,3.243,7,
WAYPOINT,313,5099.515,1962.094,15.148,4,
WAYPOINT,314,6968.115,6439.119,16.582,10,
WAYPOINT,315,3614.337,7518.491,18.63,5,
WAYPOINT,316,2051.92,3725.79,17.5,8,
WAYPOINT,317,1010.251,1914.288,13.682,2,
WAYPOINT,318,9829.376,3837.876,3.508,7,
WAYPOINT,319,4484.411,7016.022,2.804,7,
WAYPOINT,320,2878.667,53.809,18.454,10,
WAYPOINT,321,2389.756,557.43,19.958,6,
WAYPOINT,322,9516.737,867.477,18.546,2,
WAYPOINT,323,9038.661,6329.872,9.686,4,
WAYPOINT,324,9343.693,7960.911,16.028,2,
WAYPOINT,325,8335.818,9627.693,5.058,5,
WAYPOINT,326,1739.811,1329.389,10.401,8,
WAYPOINT,327,2586.428,9311.776,3.033,8,
WAYPOINT,328,3249.625,7367.637,17.048,1,
WAYPOINT,329,8584.252,2711.298,16.683,2,
WAYPOINT,330,1286.316,3946.224,18.305,10,
WAYPOINT,331,824.727,2482.817,9.792,8,
WAYPOINT,332,2357.599,1479.679,5.855,9,
WAYPOINT,333,3177.738,9232.324,3.784,10,
WAYPOINT,334,3125.362,406.773,14.199,8,
WAYPOINT,335,7724.771,4394.886,0.191,2,
WAYPOINT,336,3173.359,2402.896,4.789,3,
WAYPOINT,337,2947.848,7882.93,18.205,8,
WAYPOINT,338,4303.17,496.532,2.851,3,
WAYPOINT,339,8664.986,9630.829,11.196,5,
WAYPOINT,340,2147.159,496.408,0.243,6,
WAYPOINT,341,6522.756,5862.862,6.368,1,
WAYPOINT,342,1690.899,655.292,1.88,3,
WAYPOINT,343,5117.236,913.201,1.28,8,
WAYPOINT,344,124.276,6259.16,13.39,6,
WAYPOINT,345,5691.112,2271.464,16.962,9,
WAYPOINT,346,9965.486,3761.071,10.541,8,
WAYPOINT,347,3492.305,774.29,13.763,1,
WAYPOINT,348,8049.65,1388.9,19.001,3,
WAYPOINT,349,1831.168,9597.358,7.65,3,
WAYPOINT,350,5708.974,4733.098,7.54,10,
WAYPOINT,351,9211.912,4346.197,6.337,3,
WAYPOINT,352,8317.657,5063.006,12.932,8,
WAYPOINT,353,677.571,6260.746,4.114,3,
WAYPOINT,354,2202.155,3723.931,11.856,1,
WAYPOINT,355,7604.598,840.62,14.837,1,
WAYPOINT,356,7309.061,860.465,16.365,3,
WAYPOINT,357,9509.967,3100.148,10.546,6,
WAYPOINT,358,1364.985,4654.089,5.232,3,
WAYPOINT,359,9509.38,399.876,11.787,3,
WAYPOINT,360,5084.017,8588.212,1.846,4,
WAYPOINT,361,3875.369,285.539,13.243,9,
WAYPOINT,362,6671.612,8778.198,0.957,5,
WAYPOINT,363,7131.611,4511.865,7.828,2,
WAYPOINT,364,4255.733,8754.107,7.627,4,
WAYPOINT,365,3084.04,3097.829,11.375,1,
WAYPOINT,366,307.31,1286.934,11.88,1,
WAYPOINT,367,7950.883,4589.041,6.389,3,
WAYPOINT,368,3089.764,1314.937,18.666,4,
WAYPOINT,369,3652.365,4007.271,9.133,7,
WAYPOINT,370,7719.866,4691.386,7.329,7,
WAYPOINT,371,25.693,1259.871,10.959,3,
WAYPOINT,372,182.871,6869.157,17.025,3,
WAYPOINT,373,7911.444,3310.579,18.838,6,
WAYPOINT,374,217.858,3247.725,17.14,5,
WAYPOINT,375,3818.188,7194.758,5.36,4,
WAYPOINT,376,32.54,5596.458,9.844,5,
WAYPOINT,377,1924.827,502.945,7.472,1,
WAYPOINT,378,519.64,8678.423,0.168,2,
WAYPOINT,379,3894.317,483.227,10.025,4,
WAYPOINT,380,8697.476,6766.033,14.27,3,
WAYPOINT,381,6373.948,6259.005,8.088,9,
WAYPOINT,382,7125.995,2036.9,3.859,7,
WAYPOINT,383,2645.039,1007.655,10.515,9,
WAYPOINT,384,4914.813,5653.766,13.264,3,
WAYPOINT,385,6771.444,4906.518,7.77,10,
WAYPOINT,386,5184.444,1994.17,6.968,2,
WAYPOINT,387,7124.356,778.56,0.917,10,
WAYPOINT,388,2459.767,2162.831,3.578,2,
WAYPOINT,389,9121.307,5740.237,16.529,2,
WAYPOINT,390,466.304,6427.098,10.555,10,
WAYPOINT,391,9018.019,7103.816,17.787,3,
WAYPOINT,392,249.716,6032.542,8.091,5,
WAYPOINT,393,6820.433,1018.455,18.542,6,
WAYPOINT,394,4026.306,3059.92,15.472,1,
WAYPOINT,395,5098.317,3597.925,0.453,2,
WAYPOINT,396,7802.198,7547.172,0.348,3,
WAYPOINT,397,6215.343,6853.803,13.217,8,
WAYPOINT,398,5394.184,2878.064,17.48,7,
WAYPOINT,399,374.373,5644.85,2.539,9,
WAYPOINT,400,4851.525,534.109,2.989,1,
WAYPOINT,401,220.103,9467.286,11.556,6,
WAYPOINT,402,8746.547,1132.906,5.318,4,
WAYPOINT,403,3781.364,3997.483,7.902,3,
WAYPOINT,404,8347.451,6733.611,5.55,5,
WAYPOINT,405,8789.854,8612.818,19.002,8,
WAYPOINT,406,1814.399,2430.201,1.785,6,
WAYPOINT,407,230.992,4850.694,19.122,1,
WAYPOINT,408,9837.791,8069.86,4.125,6,
WAYPOINT,409,5068.67,9903.718,15.491,5,
WAYPOINT,410,8621.656,2936.713,12.07,3,
WAYPOINT,411,3732.115,9472.6,14.941,5,
WAYPOINT,412,822.716,7513.38,19.115,1,
WAYPOINT,413,1579.561,7643.757,1.51,10,
WAYPOINT,414,1138.497,2972.001,19.258,1,
WAYPOINT,415,5875.391,8309.676,10.548,1,
WAYPOINT,416,5146.872,3909.716,1.206,9,
WAYPOINT,417,3096.089,9890.231,10.31,7,
WAYPOINT,418,5135.667,1327.713,14.389,3,
WAYPOINT,419,1189.174,8180.254,1.791,4,
WAYPOINT,420,8432.962,6333.934,9.773,2,
WAYPOINT,421,4835.346,3120.636,7.175,9,
WAYPOINT,422,1251.181,3997.63,14.931,4,
WAYPOINT,423,560.133,7397.176,0.914,8,
WAYPOINT,424,8174.618,9235.039,7.849,1,
WAYPOINT,425,2809.065,4170.643,10.995,5,
WAYPOINT,426,7174.32,273.426,0.255,2,
WAYPOINT,427,1682.752,8686.628,1.738,5,
WAYPOINT,428,5181.493,7175.785,13.106,7,
WAYPOINT,429,7533.741,378.414,16.023,7,
WAYPOINT,430,3103.399,20.817,5.325,1,
WAYPOINT,431,3518.815,8358.387,19.264,4,
WAYPOINT,432,7312.261,2219.998,17.313,6,
WAYPOINT,433,1467.478,7654.224,16.784,2,
WAYPOINT,434,2074.665,1563.236,13.672,9,
WAYPOINT,435,2953.183,9762.261,7.034,10,
WAYPOINT,436,3206.717,5035.543,15.66,8,
WAYPOINT,437,4417.116,2952.376,1.094,10,
WAYPOINT,438,7209.597,4680.405,19.726,7,
WAYPOINT,439,1145.71,5097.414,16.485,4,
WAYPOINT,440,7463.631,1640.311,16.2,9,
WAYPOINT,441,5417.561,782.11,18.455,7,
WAYPOINT,442,631.507,8277.18,9.424,8,
WAYPOINT,443,3121.706,7574.612,3.513,10,
WAYPOINT,444,8144.073,8382.666,6.312,10,
WAYPOINT,445,6187.64,1089.52,14.184,8,
WAYPOINT,446,4142.828,2283.591,15.28,3,
WAYPOINT,447,413.226,9678.921,6.795,3,
WAYPOINT,448,1760.456,2898.044,17.224,10,
WAYPOINT,449,5476.154,6647.054,12.296,6,
WAYPOINT,450,3558.451,4567.024,16.781,8,
WAYPOINT,451,3774.591,6501.208,10.802,3,
WAYPOINT,452,4720.776,9378.95,6.675,10,
WAYPOINT,453,6600.035,7833.95,0.258,2,
WAYPOINT,454,2279.327,8670.531,5.982,8,
WAYPOINT,455,5467.825,5973.872,7.168,1,
WAYPOINT,456,8141.914,1430.437,5.655,10,
WAYPOINT,457,5074.901,6473.995,13.609,8,
WAYPOINT,458,7890.442,6257.885,0.081,8,
WAYPOINT,459,711.3,7579.585,18.087,10,
WAYPOINT,460,5763.543,1735.726,10.471,4,
WAYPOINT,461,1025.198,3366.543,2.93,5,
WAYPOINT,462,5829.868,4580.712,4.09,8,
WAYPOINT,463,6797.936,9367.064,17.356,4,
WAYPOINT,464,231.036,9891.059,10.337,1,
WAYPOINT,465,2999.31,9996.108,0.595,6,
WAYPOINT,466,5883.957,7251.276,7.647,9,
WAYPOINT,467,7502.703,3908.691,17.619,7,
WAYPOINT,468,8491.826,2892.744,18.09,1,
WAYPOINT,469,1634.078,649.831,1.894,10,
WAYPOINT,470,3054.084,4867.337,13.278,6,
WAYPOINT,471,2375.464,1725.512,17.05,7,
WAYPOINT,472,5441.421,8413.875,18.482,6,
WAYPOINT,473,163.358,385.885,14.564,10,
WAYPOINT,474,8084.106,2250.47,6.447,8,
WAYPOINT,475,2516.808,3765.101,8.798,3,
WAYPOINT,476,9443.624,5318.947,18.873,6,
WAYPOINT,477,4972.018,9068.595,17.18,1,
WAYPOINT,478,6953.222,8384.219,16.07,8,
WAYPOINT,479,2806.109,415.553,9.273,8,
WAYPOINT,480,9909.727,1288.914,9.865,3,
WAYPOINT,481,7354.934,4249.855,8.607,9,
WAYPOINT,482,9414.11,6284.444,0.521,8,
WAYPOINT,483,5119.354,8828.998,10.395,8,
WAYPOINT,484,4633.412,7949.405,6.576,7,
WAYPOINT,485,6858.49,7025.945,1.969,8,
WAYPOINT,486,3529.758,8771.426,1.276,4,
WAYPOINT,487,354.55,2316.497,0.306,5,
WAYPOINT,488,9568.704,6492.21,2.296,8,
WAYPOINT,489,4630.022,6435.132,17.365,4,
WAYPOINT,490,741.387,1121.142,8.491,9,
WAYPOINT,491,2801.347,8968.218,14.87,6,
WAYPOINT,492,7841.339,8934.579,11.809,9,
WAYPOINT,493,2624.833,5696.364,16.255,6,
WAYPOINT,494,6872.443,9080.661,17.194,1,
WAYPOINT,495,9126.998,5249.751,11.794,3,
WAYPOINT,496,716.341,9473.925,9.312,4,
WAYPOINT,497,3432.958,1442.556,12.529,6,
WAYPOINT,498,7098.608,2101.541,14.328,9,
WAYPOINT,499,1527.288,6506.197,4.83,6,
WAYPOINT,500,509.995,1367.853,19.397,10,
WAYPOINT,501,1067.949,2983.319,11.341,9,
WAYPOINT,502,6029.717,2495.329,8.751,2,
WAYPOINT,503,812.858,714.548,12.038,6,
WAYPOINT,504,3320.264,3499.203,18.694,7,
WAYPOINT,505,9579.647,1596.945,1.806,7,
WAYPOINT,506,2097.791,4209.587,10.038,3,
WAYPOINT,507,4294.198,7458.669,2.378,5,
WAYPOINT,508,5105.788,6932.085,3.14,2,
WAYPOINT,509,7097.838,4541.783,6.248,2,
WAYPOINT,510,5912.023,1777.831,15.958,8,
WAYPOINT,511,5409.378,161.463,13.778,4,
WAYPOINT,512,3648.567,6945.908,11.109,10,
WAYPOINT,513,5352.399,9975.313,0.064,6,
WAYPOINT,514,2348.62,6401.192,13.507,1,
WAYPOINT,515,73.654,7047.011,5.34,7,
WAYPOINT,516,2661.309,7847.304,8.378,5,
WAYPOINT,517,6991.584,2515.571,8.378,5,
WAYPOINT,518,6148.377,7658.721,18.286,4,
WAYPOINT,519,8179.799,5536.139,10.33,1,
WAYPOINT,520,7006.324,6296.383,9.512,2,
