record_id,asset_id,sensor_temp_c,sensor_vibration,usage_hours,last_service_days_ago,fault_code,risk_score
105,1634,102.7,1.91,2936.1,75,0,0.35772092846270925
106,583,53.4,3.9,4059.8,43,0,0.3914805175038052
107,721,52.5,3.34,2168.3,2,0,0.2116209284627093
108,1582,79.3,0.94,1848.9,220,0,0.3036299086757991
109,61,104.8,4.79,1771.7,181,1,0.5875023592085237
110,995,48.1,1.27,4386.9,277,3,0.49668470319634705
111,513,83.5,4.04,3536.1,197,0,0.5318031202435312
112,114,55.0,3.55,3523.5,5,0,0.3036495433789954
113,1422,73.5,2.52,3722.0,42,0,0.27980060882800606
114,1741,68.9,0.9,4205.4,198,0,0.4144552511415525
115,1765,119.5,0.13,4023.6,112,0,0.5452608828006088
116,1581,69.8,0.85,2157.3,174,0,0.2787541095890411
117,1906,93.9,1.82,3712.2,82,0,0.358341400304414
118,14,73.2,3.9,1422.9,17,0,0.22124178082191784
119,1271,110.1,2.28,1634.3,258,0,0.5122997716894977
120,1208,77.8,0.45,1239.0,33,0,0.0989703196347032
121,1908,87.2,4.39,1807.1,213,0,0.4942483257229832
122,164,81.4,0.17,3175.8,279,0,0.4390056316590563
123,1647,119.7,2.23,3714.5,47,0,0.4851723744292238
124,1422,118.5,0.91,535.2,331,3,0.5459053272450533
125,857,104.1,4.83,1129.0,109,0,0.4848211567732115
126,412,51.5,1.22,2098.6,315,3,0.4042601217656012
127,1892,110.6,4.32,2472.2,336,4,0.7688604261796043
128,1313,96.8,4.74,1815.5,173,0,0.5348519786910199
129,1434,115.6,2.42,2456.9,207,3,0.5513133181126332
130,1186,112.7,3.99,600.8,64,0,0.40615859969558604
131,836,83.8,4.92,1214.8,20,0,0.301531506849315
132,1138,118.6,4.28,4562.0,271,1,0.8673774733637747
133,665,103.8,0.74,2333.4,327,0,0.560485692541857
134,582,66.1,2.04,4788.7,340,0,0.5792078386605783
135,1059,92.3,0.45,3106.9,287,0,0.5030393455098935
136,1610,63.8,2.0,3226.4,17,0,0.1947695585996956
137,1657,111.3,1.93,2436.0,331,0,0.6115053272450534
138,1194,71.7,3.35,163.8,266,0,0.34202237442922373
139,214,42.0,2.35,4126.0,313,0,0.5384003044140031
140,559,40.9,0.71,2800.5,98,0,0.2450810502283105
141,1272,94.9,4.44,2847.6,61,0,0.45935220700152213
142,1474,119.5,2.41,4565.9,179,0,0.663909208523592
143,1168,66.9,4.28,3549.4,232,0,0.5610610350076104
144,957,68.6,4.12,3403.6,223,1,0.5340751902587519
145,1662,58.0,2.25,2998.2,78,0,0.2544662100456621
146,357,111.8,4.9,544.7,338,2,0.7089369101978691
147,1116,83.5,1.66,1857.4,61,0,0.17834109589041094
148,1654,102.7,2.57,2045.6,242,1,0.4987601217656012
149,1339,59.6,2.61,4858.8,23,0,0.3316045662100457
150,400,93.5,3.29,328.7,195,0,0.35734330289193306
151,340,110.2,0.14,823.9,136,0,0.3377509132420092
152,335,75.5,4.72,4800.8,27,0,0.47270197869101976
153,1269,112.0,2.14,2198.2,31,0,0.33754383561643836
154,1399,114.6,1.73,1618.5,42,0,0.3204950532724505
155,1211,105.0,1.81,1673.4,209,0,0.42272313546423135
156,1490,102.5,0.23,2867.6,222,3,0.48705083713850844
157,1273,49.8,2.57,1616.8,48,0,0.17165783866057838
158,1962,42.3,2.12,3165.4,252,0,0.41399254185692547
159,386,79.7,4.78,2079.1,170,0,0.45609003044140034
160,569,85.3,2.41,1270.3,134,0,0.2497244292237443
161,590,66.3,1.26,2078.4,188,0,0.2871561643835617
162,1534,44.3,1.34,1556.6,255,0,0.3193544901065449
163,1067,51.2,2.35,4086.4,324,0,0.5462459665144598
164,1907,57.3,3.81,155.1,153,0,0.2690093607305936
165,1129,118.8,3.18,1999.0,253,2,0.63632800608828
166,1589,69.3,1.98,1779.7,340,0,0.40937450532724506
167,287,60.4,3.13,4985.7,205,2,0.5395312785388128
168,401,113.6,2.27,4849.8,65,0,0.5334607305936073
169,1329,108.3,1.29,3827.2,241,3,0.5899357686453577
170,304,104.4,1.5,2016.5,187,2,0.4183595890410959
171,1251,69.9,3.91,3066.4,347,0,0.6145838660578387
172,571,45.8,4.62,3067.0,9,0,0.3532747336377473
173,457,61.6,4.62,3980.2,184,3,0.5638254185692543
174,230,46.5,2.4,3217.2,354,0,0.5286876712328766
175,1273,86.8,2.91,2869.0,187,0,0.4286095890410959
176,548,72.9,0.37,4828.2,256,3,0.5020232876712328
177,1885,77.7,4.8,4545.4,223,2,0.6428418569254185
178,276,48.3,4.5,2650.1,364,1,0.6463145357686454
179,88,114.1,1.84,285.0,74,0,0.27285768645357683
180,656,112.8,3.83,2734.5,328,3,0.7556822678843226
181,1893,43.8,2.43,148.6,48,0,0.0807578386605784
182,604,101.8,0.52,868.2,69,0,0.23235814307458144
183,1769,114.5,3.72,2476.0,323,1,0.7388660578386607
184,1648,119.8,3.58,1238.5,25,3,0.41808105022831055
185,1788,80.6,3.61,1934.4,285,0,0.478407305936073
186,496,99.2,4.02,3122.7,203,3,0.600204794520548
187,788,113.1,0.3,4013.1,94,0,0.4926836377473363
188,1408,85.4,1.51,289.1,169,0,0.20039901065449015
189,260,96.8,1.0,1862.4,304,3,0.4744255707762557
190,895,86.5,3.04,2353.3,151,0,0.37408287671232876
191,780,68.0,0.21,3081.2,142,0,0.3008581430745814
192,1803,49.6,4.1,4566.0,130,1,0.5123881278538813
193,166,63.0,2.46,104.7,145,0,0.16890342465753425
194,1834,82.4,3.6,3673.4,227,3,0.5313837138508372
195,1883,46.9,1.89,3245.4,202,0,0.3647748858447488
196,897,53.6,2.62,794.7,362,0,0.4160769406392695
197,518,64.9,2.36,1673.3,26,0,0.14070540334855403
198,1631,95.7,0.38,1534.9,172,0,0.3295720700152207
199,1899,84.8,4.02,3337.7,88,1,0.4271264079147641
200,772,42.6,4.48,3646.0,189,2,0.5404916286149163
201,1388,112.5,2.09,1494.4,335,0,0.5755138508371385
202,1820,41.9,1.22,2745.9,31,0,0.18086050228310502
203,549,60.6,4.46,3880.8,353,5,0.7019744292237443
204,165,73.7,4.98,4100.4,317,3,0.7159643835616438
205,1204,62.4,0.17,1760.6,11,0,0.10785677321156772
206,540,60.7,3.71,3664.7,345,3,0.6326629375951294
207,377,75.8,4.33,904.5,287,0,0.46768378995433785
208,1785,41.0,1.49,2072.8,119,0,0.22383135464231355
209,1732,95.9,0.43,1985.2,145,0,0.33104231354642316
210,1867,99.2,4.91,353.2,37,0,0.35407884322678845
211,220,106.4,3.67,4477.3,246,4,0.7313964231354643
212,209,63.1,0.65,941.0,227,0,0.25958371385083717
213,1678,76.9,1.95,4977.2,116,0,0.3824471841704719
214,732,51.0,4.68,1848.4,250,3,0.5096660578386606
215,596,41.7,4.34,512.3,122,0,0.29587663622526633
216,1639,95.8,0.43,3280.6,77,0,0.34035296803652965
217,858,116.7,1.22,2996.4,114,2,0.47446514459665146
218,1073,92.2,3.48,966.8,107,0,0.31787245053272456
219,216,59.3,1.95,3917.9,257,0,0.4523643074581431
220,125,71.7,3.5,3904.0,104,2,0.41186605783866054
221,1729,64.4,4.36,1585.2,206,0,0.43352785388127857
222,1789,102.7,0.14,4040.9,187,3,0.5213818112633181
223,861,59.2,4.26,4439.6,355,4,0.7215120243531202
224,581,45.1,0.5,744.7,105,0,0.13726263318112633
225,1010,110.2,1.52,2499.6,101,0,0.3988818873668189
226,1993,75.8,4.12,1871.7,307,3,0.5256819634703197
227,195,41.3,1.76,2457.8,343,3,0.44978645357686453
228,59,68.2,1.35,3299.7,72,0,0.24907009132420088
229,967,63.6,2.45,3447.9,338,0,0.5302257990867579
230,1183,105.3,3.22,2829.6,161,2,0.5261208523592086
231,1898,59.3,4.56,442.0,294,3,0.4637153729071537
232,140,62.5,1.47,1305.2,172,0,0.22958873668188737
233,1497,119.8,1.83,3642.7,192,3,0.5988257990867579
234,1848,76.1,1.01,1613.8,318,0,0.3800665144596651
235,1400,53.1,2.18,272.0,356,0,0.35222526636225265
236,1997,95.6,2.61,4306.7,355,2,0.6907953576864535
237,720,111.1,1.74,1659.5,104,0,0.3599493911719938
238,1512,103.4,3.35,1423.5,175,0,0.4589006849315069
239,1742,83.0,1.92,3738.2,232,0,0.4362165905631659
240,1538,79.4,2.46,565.8,282,0,0.3196342465753425
241,1285,46.3,0.19,2180.0,214,0,0.316544901065449
242,1590,101.3,3.89,373.1,148,1,0.40022092846270924
243,857,47.1,4.06,593.7,95,0,0.2570746575342466
244,1144,82.1,4.61,3595.0,144,0,0.5168957382039573
245,1445,62.6,2.35,1345.2,207,0,0.28710776255707765
246,1592,80.2,1.81,3016.7,77,0,0.2390251902587519
247,1212,83.5,2.14,3477.0,215,1,0.4182914764079148
248,941,116.1,3.35,2806.1,330,1,0.7478198630136986
249,1974,118.1,2.69,4170.5,330,4,0.7907309741248097
250,1712,86.1,3.43,2610.8,139,0,0.40120730593607307
251,1925,42.0,1.6,3345.3,65,0,0.24521073059360732
252,453,42.4,2.01,3128.9,317,2,0.46399216133942156
253,1423,103.1,4.73,1120.7,97,1,0.46117891933028926
254,754,117.9,2.96,2007.4,344,1,0.7002330289193304
255,1021,79.8,4.6,4278.9,7,2,0.41744269406392687
256,1645,65.9,2.52,882.6,23,0,0.10470456621004566
257,1296,99.2,3.68,1848.8,131,1,0.4410124809741249
258,1805,98.1,2.22,31.1,242,0,0.33795456621004566
259,1166,57.2,3.37,367.2,13,0,0.1236054794520548
260,1193,83.5,3.73,3066.2,276,1,0.5571770167427702
261,1197,41.1,4.55,1507.0,295,0,0.5231286149162861
262,487,104.1,2.56,697.8,92,0,0.29400715372907155
263,632,83.4,3.23,228.8,87,0,0.1930520547945206
264,737,105.3,0.24,3750.7,167,0,0.501439193302892
265,1377,50.9,3.63,3691.9,240,0,0.532950304414003
266,697,111.1,4.69,3278.0,200,5,0.7168706240487062
267,885,47.4,2.64,4993.7,13,0,0.33196659056316585
268,1835,71.0,4.52,4490.5,212,2,0.6110795281582951
269,135,59.2,4.33,2386.8,238,0,0.5052849315068494
270,769,66.4,3.13,2558.9,213,1,0.41201499238964995
271,1489,59.6,2.47,2577.7,55,0,0.22476719939117204
272,620,86.9,2.88,3265.6,50,0,0.3240843226788433
273,1749,108.4,4.93,3136.8,347,5,0.8442727549467276
274,1410,93.6,4.34,3330.4,158,0,0.5608700152207001
275,836,53.3,1.22,2857.8,355,0,0.48296757990867584
276,1119,43.8,0.73,2413.6,88,0,0.21445418569254185
277,1321,91.7,4.47,4181.2,189,0,0.6345582952815829
278,149,74.5,1.68,4344.8,69,0,0.3043914764079148
279,1559,89.9,2.64,284.9,306,0,0.3929464992389651
280,1475,111.4,3.09,40.8,181,0,0.4146745814307458
281,255,63.9,3.14,2174.5,199,0,0.3785407153729072
282,385,70.6,1.75,3546.3,272,3,0.445418493150685
283,828,71.6,4.14,4502.9,320,0,0.6850652207001522
284,1331,114.5,2.62,3168.7,322,2,0.7031028158295282
285,1000,40.8,4.58,3859.7,184,0,0.5544643074581431
286,685,40.2,1.23,4020.4,44,0,0.2635382039573821
287,1719,98.2,2.41,4165.4,210,0,0.5516363774733638
288,1588,111.0,3.92,1699.6,233,2,0.6074298325722984
289,1363,69.0,2.43,2375.7,324,2,0.45654041095890413
290,688,99.4,0.18,725.9,42,0,0.18646171993911723
291,1331,68.0,3.29,583.1,317,3,0.4078921613394216
292,988,62.4,4.02,49.8,257,0,0.3721365296803653
293,1785,98.1,0.9,2219.5,160,0,0.3699798325722983
294,1799,59.6,0.61,2129.5,139,0,0.24524619482496193
295,1231,43.1,1.93,3348.4,256,2,0.41981217656012176
296,541,61.2,4.37,3902.8,179,3,0.5382925418569254
297,988,86.3,0.52,1457.9,206,0,0.30412229832572296
298,1642,57.7,0.42,1164.5,82,0,0.1395802891933029
299,1640,81.9,2.55,513.7,342,0,0.38808987823439883
300,1239,60.7,2.77,3987.3,163,0,0.42170844748858455
301,435,56.9,2.91,443.6,84,0,0.1620234398782344
302,1073,115.1,2.9,3203.3,213,2,0.6274816590563166
303,1019,107.1,1.53,4335.3,222,0,0.5941452815829528
304,1956,106.7,4.77,680.1,169,0,0.5251212328767123
305,1042,52.6,0.98,2443.2,193,0,0.3119890410958904
306,1410,53.3,4.7,1975.1,291,3,0.5554812024353121
307,141,75.9,4.01,2745.0,67,0,0.34768721461187213
308,8,58.9,2.71,1104.2,124,0,0.22191978691019787
309,1778,113.1,2.55,4764.1,281,1,0.7418487823439878
310,1625,77.5,4.12,4699.1,164,0,0.5521661339421614
311,1077,105.2,4.52,894.5,240,3,0.5768725266362252
312,1342,83.5,3.41,1805.8,228,0,0.4219858447488584
313,740,93.9,1.88,579.1,19,0,0.12674604261796046
314,1087,104.6,3.35,3262.8,48,2,0.45176894977168947
315,404,95.7,4.94,290.0,332,0,0.6025296803652969
316,789,61.6,3.58,2933.6,87,0,0.34776316590563167
317,1682,84.2,2.47,3523.5,189,0,0.42301940639269414
318,1338,89.3,1.74,2754.8,281,0,0.46133211567732113
319,319,54.7,3.11,2847.0,88,0,0.3125319634703196
320,560,118.2,0.37,2279.8,364,0,0.6712978691019788
321,1428,68.1,3.35,3075.9,153,2,0.4006093607305936
322,1869,59.8,2.03,3195.2,76,0,0.24891750380517505
323,773,47.3,4.36,1810.2,320,0,0.5501374429223744
324,481,66.1,0.58,4297.8,364,0,0.5711867579908676
325,1515,72.2,1.26,3984.0,30,0,0.24873059360730596
326,1215,101.7,1.27,1858.9,242,2,0.44483234398782345
327,1170,90.8,1.3,464.8,296,0,0.3561418569254185
328,1755,96.8,2.54,109.3,130,0,0.25412701674277016
329,124,68.4,4.64,4756.9,335,4,0.746208295281583
330,1487,60.5,0.94,717.9,86,0,0.11842214611872147
331,1818,92.0,4.8,4143.1,85,2,0.5611311263318113
332,1943,74.7,2.9,2058.1,19,0,0.19169048706240488
333,1951,72.7,4.95,679.0,100,0,0.32571308980213093
334,860,112.5,3.46,630.2,113,3,0.4160963470319634
335,1376,65.5,4.84,225.1,222,0,0.40457861491628616
336,110,115.4,2.82,4221.8,354,2,0.8091654490106546
337,1780,104.4,0.82,2045.1,105,0,0.3450626331811264
338,1752,93.5,3.11,2438.3,79,0,0.35660722983257226
339,234,71.0,2.74,1008.5,119,0,0.2140369101978691
340,1983,107.8,4.1,4104.7,115,0,0.6275061643835615
341,987,50.8,4.53,4873.0,192,0,0.6147313546423135
342,843,93.2,1.34,1530.4,252,0,0.38849254185692544
343,1547,68.4,2.0,3782.3,77,0,0.28044741248097416
344,230,104.4,1.93,2211.5,197,0,0.43832534246575344
345,1862,96.0,3.59,1961.1,157,3,0.44721788432267884
346,428,109.9,3.64,1967.3,312,0,0.669670395738204
347,1548,83.5,0.34,3388.4,56,0,0.2588304414003044
348,1159,83.4,2.94,2160.8,325,0,0.4984036529680365
349,1477,119.2,2.23,4238.6,189,1,0.6411916286149163
350,1934,109.8,1.97,187.8,321,2,0.4691395738203958
351,919,50.0,4.31,335.5,20,0,0.19090372907153727
352,934,110.5,1.34,2068.3,126,0,0.39941849315068495
353,550,57.1,2.85,3022.4,35,0,0.2565412480974125
354,493,96.4,2.01,3688.7,289,2,0.5606324961948249
355,471,51.1,3.41,2280.4,220,0,0.42160213089802134
356,979,102.5,2.8,4653.1,336,1,0.7436882039573819
357,1528,100.8,4.66,3411.2,174,0,0.6413041095890412
358,1177,95.5,4.32,2073.0,46,0,0.39795357686453575
359,174,48.1,0.2,3373.0,192,0,0.3627313546423136
360,519,90.5,3.28,2518.4,213,0,0.4780983257229832
361,452,112.3,4.86,786.5,204,2,0.6001069254185692
362,1770,66.7,2.37,1863.1,323,3,0.4231493911719939
363,399,84.5,4.1,4180.7,1,0,0.3981743531202435
364,845,106.3,3.1,1307.6,213,1,0.48660943683409436
365,1088,57.2,1.12,4881.2,302,2,0.5469768645357687
366,416,103.9,1.28,2524.3,269,0,0.5186787671232876
367,895,105.6,1.89,34.6,166,0,0.29574261796042617
368,551,78.2,1.5,2319.2,80,0,0.20190380517503803
369,581,61.7,0.92,1225.0,1,0,0.06896879756468798
370,83,87.9,3.41,2168.7,180,0,0.42275578386605783
371,1747,59.8,3.18,4379.8,342,2,0.6343176560121765
372,478,85.0,0.3,1084.8,81,0,0.16201704718417045
373,1633,56.4,1.91,2397.7,185,0,0.3021553272450533
374,981,85.0,0.35,241.8,227,0,0.24851704718417048
375,228,105.4,3.58,4304.9,194,0,0.662774505327245
376,1537,45.4,0.14,556.2,5,0,0.035466210045662104
377,165,104.8,4.09,872.8,350,1,0.6452347031963469
378,135,81.0,3.64,4257.4,148,2,0.48657092846270933
379,55,112.9,2.73,4932.7,255,3,0.7383600456621005
380,1861,78.2,3.96,1956.6,172,0,0.39644429223744293
381,1587,93.3,0.69,2780.0,103,0,0.3223972602739726
382,1368,66.3,1.11,1640.1,111,0,0.19248652968036528
383,317,80.5,3.96,3255.4,259,2,0.5508296803652968
384,617,67.6,2.26,4338.2,70,0,0.32227138508371383
385,1878,106.0,3.51,2672.9,198,0,0.5744274733637748
386,1970,71.6,0.23,1448.7,267,0,0.32431894977168946
387,424,44.4,4.67,3771.9,213,0,0.5820705479452055
388,719,59.2,0.82,1711.2,138,0,0.22109406392694064
389,1928,48.4,3.15,4175.4,361,2,0.638313698630137
390,422,81.7,3.9,4011.0,319,3,0.6502686453576865
391,817,111.3,1.36,1158.6,186,2,0.4081185692541857
392,1480,107.4,1.88,1970.9,142,0,0.39139703196347037
393,1889,67.1,3.16,2801.8,29,0,0.2594729071537291
394,751,110.2,0.59,4081.8,224,0,0.5991106544901066
395,1917,108.2,2.0,1970.8,232,0,0.47802770167427705
396,1474,67.8,3.22,443.8,13,0,0.11786103500761037
397,116,115.2,3.42,3109.3,15,0,0.47665974124809735
398,1548,105.7,0.98,2252.7,24,0,0.2898455859969558
399,919,109.9,1.09,99.0,151,0,0.30951065449010656
400,1160,102.2,3.62,746.1,334,0,0.5778061643835617
401,891,79.0,2.57,1870.6,146,0,0.27525555555555553
402,1262,101.3,0.48,280.3,116,0,0.23984162861491629
403,1066,73.9,1.75,1583.3,209,0,0.27882869101978686
404,1906,104.4,4.81,3086.1,264,5,0.7354347792998479
405,412,83.1,0.39,555.2,46,0,0.09007579908675796
406,1984,96.1,3.74,4646.6,271,3,0.7110774733637747
407,821,57.6,3.87,2333.3,20,0,0.27255928462709283
408,1633,54.7,0.99,2168.7,111,0,0.22185319634703196
409,10,76.7,2.78,3322.8,124,0,0.3498420091324201
410,792,83.3,2.67,3078.2,309,0,0.5162028919330289
411,1413,54.0,2.95,3391.4,273,2,0.5010595129375952
412,229,79.4,0.94,208.2,206,0,0.1996945205479452
413,824,62.7,0.39,1301.9,72,0,0.13808120243531205
414,299,54.5,0.2,2719.5,66,0,0.21135730593607305
415,1188,49.7,3.19,2696.3,327,3,0.5277579147640791
416,739,113.7,3.84,4048.6,315,2,0.8224823439878235
417,1695,101.8,2.44,1169.8,227,0,0.42273926940639267
418,1480,61.6,1.38,726.5,61,0,0.09606887366818874
419,499,114.1,1.69,4772.2,13,3,0.46643881278538807
420,713,106.8,4.38,34.1,189,3,0.4820527397260273
421,173,100.7,0.82,555.4,155,0,0.2874080669710806
422,140,80.3,2.55,3425.7,308,2,0.5099285388127853
423,1400,58.9,3.39,565.1,244,0,0.34689216133942163
424,412,60.6,2.81,4779.9,329,2,0.6200066210045662
425,573,89.8,2.4,114.9,354,2,0.4107821156773211
426,1622,58.5,2.85,1589.2,61,0,0.2006633181126332
427,1938,51.4,4.98,2525.4,293,0,0.6065465753424658
428,1118,116.1,3.43,3759.1,262,5,0.7439971841704719
429,1814,73.5,0.16,282.3,159,0,0.1608888127853881
430,1480,40.1,3.18,731.5,2,0,0.1211320395738204
431,875,89.0,0.35,145.6,12,0,0.06904779299847792
432,1115,88.5,1.62,1988.3,74,0,0.22526324200913242
433,1158,82.2,4.44,539.1,166,0,0.3564370624048707
434,589,59.4,1.79,4310.7,178,0,0.402040410958904
435,1541,94.0,0.75,4358.2,245,0,0.5436442922374429
436,236,72.5,2.77,2024.8,1,0,0.16473546423135463
437,128,93.2,1.76,1759.1,181,0,0.33635791476407917
438,1138,67.4,0.34,4820.9,32,0,0.29705152207001523
439,1488,50.2,3.08,2322.8,131,0,0.32067914764079153
440,450,62.6,0.46,1397.2,321,0,0.3707729071537291
441,1903,87.3,4.81,4991.5,21,0,0.5243725266362252
442,1325,90.9,4.55,1832.1,181,0,0.49763569254185697
443,1152,68.9,2.89,3696.7,365,3,0.5980388888888889
444,859,88.9,1.53,4525.1,206,1,0.48896674277016744
445,1790,108.1,4.99,3445.1,73,0,0.6135055555555555
446,473,105.8,4.57,4198.4,328,3,0.8474544901065449
447,464,51.5,4.93,373.5,41,0,0.25352625570776255
448,1275,79.6,3.86,3151.3,11,0,0.30911788432267884
449,1302,76.5,2.92,3321.7,316,2,0.534456697108067
450,629,58.5,4.92,2150.8,174,0,0.47305966514459663
451,441,61.1,3.53,701.5,179,0,0.3044425418569254
452,70,101.8,2.17,1528.2,92,0,0.3013627092846271
453,894,94.0,4.3,2111.8,295,0,0.6178397260273973
454,253,74.0,4.68,4694.7,302,3,0.7152824200913241
455,1579,92.4,1.2,408.0,19,0,0.10890715372907156
456,777,70.8,0.39,3013.0,57,0,0.21944368340943685
457,1635,101.3,4.3,3850.8,142,3,0.6152803652968036
458,1484,70.4,0.47,3105.7,225,0,0.3780183409436834
